facility_id,sector,subsector,state,primary_fuel,data_status,dataset_provenance_id,annual_production_kt,production_tonnes,electricity_intensity_kwh_t,thermal_intensity_gj_t,renewable_electricity_pct,clinker_factor_pct,scope1_emissions_tco2e,scope2_emissions_tco2e,total_emissions_tco2e,actual_gei,target_gei,gei_unit,surplus_shortfall_tco2e,compliance_status,year_offset
SYN-ALU-F0001,aluminium,integrated_smelter_refinery,Jharkhand,indian_domestic_coal,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,376.17,376171.5,13372.6,2.882,12.8,0.0,715100.0,3140782.0,3855882.0,10.3247,8.3251,tCO2e/t-aluminium,-752208.0,POTENTIAL_SHORTFALL,0
SYN-ALU-F0001,aluminium,integrated_smelter_refinery,Jharkhand,indian_domestic_coal,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,354.27,354266.7,13251.4,2.62,14.0,0.0,664406.0,2891665.0,3556071.0,10.2229,8.3251,tCO2e/t-aluminium,-672322.0,POTENTIAL_SHORTFALL,1
SYN-ALU-F0001,aluminium,integrated_smelter_refinery,Jharkhand,indian_domestic_coal,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,382.93,382928.0,13797.6,2.751,15.5,0.0,723064.0,3197191.0,3920255.0,10.3089,8.3251,tCO2e/t-aluminium,-759658.0,POTENTIAL_SHORTFALL,2
SYN-ALU-F0001,aluminium,integrated_smelter_refinery,Jharkhand,indian_domestic_coal,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,349.34,349335.9,13776.1,2.787,12.2,0.0,660837.0,3025934.0,3686771.0,10.0121,8.3251,tCO2e/t-aluminium,-589329.0,POTENTIAL_SHORTFALL,3
SYN-ALU-F0001,aluminium,integrated_smelter_refinery,Jharkhand,indian_domestic_coal,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,371.72,371722.8,13088.4,2.732,13.0,0.0,701211.0,3029813.0,3731024.0,9.7485,8.3251,tCO2e/t-aluminium,-529098.0,POTENTIAL_SHORTFALL,4
SYN-ALU-F0001,aluminium,integrated_smelter_refinery,Jharkhand,indian_domestic_coal,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,380.92,380923.3,12615.1,2.688,12.4,0.0,716946.0,3015542.0,3732489.0,9.7238,8.3251,tCO2e/t-aluminium,-532797.0,POTENTIAL_SHORTFALL,5
SYN-ALU-F0001,aluminium,integrated_smelter_refinery,Jharkhand,indian_domestic_coal,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,345.88,345883.3,13424.0,2.563,12.4,0.0,646759.0,2913754.0,3560513.0,10.2323,8.3251,tCO2e/t-aluminium,-659675.0,POTENTIAL_SHORTFALL,6
SYN-ALU-F0001,aluminium,integrated_smelter_refinery,Jharkhand,indian_domestic_coal,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,387.12,387118.9,13489.9,2.891,11.1,0.0,736255.0,3325555.0,4061810.0,10.4973,8.3251,tCO2e/t-aluminium,-840918.0,POTENTIAL_SHORTFALL,7
SYN-ALU-F0001,aluminium,integrated_smelter_refinery,Jharkhand,indian_domestic_coal,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,353.65,353646.5,13566.5,2.655,11.7,0.0,664469.0,3032158.0,3696627.0,10.3126,8.3251,tCO2e/t-aluminium,-702857.0,POTENTIAL_SHORTFALL,8
SYN-ALU-F0001,aluminium,integrated_smelter_refinery,Jharkhand,indian_domestic_coal,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,376.95,376949.6,13253.2,2.791,12.9,0.0,713240.0,3114477.0,3827716.0,10.105,8.3251,tCO2e/t-aluminium,-670928.0,POTENTIAL_SHORTFALL,9
SYN-ALU-F0001,aluminium,integrated_smelter_refinery,Jharkhand,indian_domestic_coal,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,374.22,374216.3,13480.4,2.85,12.0,0.0,710224.0,3178484.0,3888709.0,10.2845,8.3251,tCO2e/t-aluminium,-733243.0,POTENTIAL_SHORTFALL,10
