facility_id,sector,subsector,state,primary_fuel,data_status,dataset_provenance_id,annual_production_kt,production_tonnes,electricity_intensity_kwh_t,thermal_intensity_gj_t,renewable_electricity_pct,clinker_factor_pct,scope1_emissions_tco2e,scope2_emissions_tco2e,total_emissions_tco2e,actual_gei,target_gei,gei_unit,surplus_shortfall_tco2e,compliance_status,year_offset
SYN-FER-F0001,fertiliser,complex_npk_fertiliser,Tamil Nadu,natural_gas,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,1696.64,1696640.8,296.9,29.504,6.2,0.0,2793182.0,338309.0,3131491.0,1.7615,2.4065,tCO2e/t-ammonia,1094369.0,POTENTIAL_SURPLUS,0
SYN-FER-F0001,fertiliser,complex_npk_fertiliser,Tamil Nadu,natural_gas,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,2070.79,2070794.3,319.1,27.523,4.8,0.0,3180300.0,450149.0,3630449.0,1.7561,2.4065,tCO2e/t-ammonia,1346946.0,POTENTIAL_SURPLUS,1
SYN-FER-F0001,fertiliser,complex_npk_fertiliser,Tamil Nadu,natural_gas,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,1786.7,1786699.8,273.7,26.514,2.6,0.0,2643341.0,340965.0,2984306.0,1.7372,2.4065,tCO2e/t-ammonia,1195858.0,POTENTIAL_SURPLUS,2
SYN-FER-F0001,fertiliser,complex_npk_fertiliser,Tamil Nadu,natural_gas,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,1854.62,1854620.3,301.0,25.378,3.2,0.0,2626276.0,387015.0,3013291.0,1.6267,2.4065,tCO2e/t-ammonia,1446284.0,POTENTIAL_SURPLUS,3
SYN-FER-F0001,fertiliser,complex_npk_fertiliser,Tamil Nadu,natural_gas,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,2101.21,2101212.3,298.1,26.554,5.9,0.0,3113363.0,421907.0,3535269.0,1.6398,2.4065,tCO2e/t-ammonia,1610914.0,POTENTIAL_SURPLUS,4
SYN-FER-F0001,fertiliser,complex_npk_fertiliser,Tamil Nadu,natural_gas,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,2329.89,2329888.8,287.9,25.717,3.3,0.0,3343424.0,464399.0,3807823.0,1.6228,2.4065,tCO2e/t-ammonia,1826034.0,POTENTIAL_SURPLUS,5
SYN-FER-F0001,fertiliser,complex_npk_fertiliser,Tamil Nadu,natural_gas,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,2096.23,2096234.1,310.9,25.49,4.2,0.0,2981542.0,447194.0,3428736.0,1.6869,2.4065,tCO2e/t-ammonia,1508453.0,POTENTIAL_SURPLUS,6
SYN-FER-F0001,fertiliser,complex_npk_fertiliser,Tamil Nadu,natural_gas,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,2080.02,2080018.9,285.4,26.045,6.0,0.0,3022890.0,399612.0,3422502.0,1.6624,2.4065,tCO2e/t-ammonia,1547810.0,POTENTIAL_SURPLUS,7
SYN-FER-F0001,fertiliser,complex_npk_fertiliser,Tamil Nadu,natural_gas,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,1952.03,1952034.2,306.1,26.606,7.7,0.0,2898004.0,395059.0,3293063.0,1.6552,2.4065,tCO2e/t-ammonia,1466490.0,POTENTIAL_SURPLUS,8
SYN-FER-F0001,fertiliser,complex_npk_fertiliser,Tamil Nadu,natural_gas,CALIBRATED_SYNTHETIC,SYNTH-2026-08-v2-250K,1992.93,1992932.7,285.1,28.277,2.6,0.0,3144602.0,396275.0,3540877.0,1.7959,2.4065,tCO2e/t-ammonia,1216961.0,POTENTIAL_SURPLUS,9
